index,resist,a,b,m,n,ip,resError,phaseError,K,app,irecip,reciprocalErrRel,recipError,recipMean,reci_IP_err
25.0,-183.486705,1 72,1 65,1 71,1 36,,,,7.47964134628904,-1372.41474521234,0,,,-183.486705,
26.0,-250.3064012,1 72,1 65,1 71,1 37,,,,7.475744558117355,-1871.2267166328395,0,,,-250.3064012,
27.0,-316.461468,1 72,1 65,1 71,1 38,,,,7.471456103615104,-2364.427966647596,0,,,-316.461468,
28.0,-396.7710744,1 72,1 65,1 71,1 39,,,,7.466721597728649,-2962.5791505764805,0,,,-396.7710744,
29.0,-458.2622031,1 72,1 65,1 71,1 40,,,,7.461476861569028,-3419.3128249622964,0,,,-458.2622031,
30.0,80.60030812,1 72,1 65,1 71,1 41,,,,7.455645723351854,600.9273425357196,0,,,80.60030812,
31.0,40.37426487,1 72,1 65,1 71,1 42,,,,7.449137219852086,300.75343916728355,0,,,40.37426487,
32.0,-19.89184006,1 72,1 65,1 71,1 43,,,,7.441842003676811,-148.03193088892905,0,,,-19.89184006,
33.0,-79.87715834,1 72,1 65,1 71,1 44,,,,7.433627687367397,-593.7770558244536,0,,,-79.87715834,
34.0,-145.0700637,1 72,1 65,1 71,1 45,,,,7.424332748089664,-1077.0484246953636,0,,,-145.0700637,
35.0,-209.3916536,1 72,1 65,1 71,1 46,,,,7.413758459586104,-1552.379143243723,0,,,-209.3916536,
36.0,-266.1903119,1 72,1 65,1 71,1 47,,,,7.4016580843738575,-1970.2496740566335,0,,,-266.1903119,
37.0,-315.7196401,1 72,1 65,1 71,1 48,,,,7.387722205559858,-2332.4489958981367,0,,,-315.7196401,
38.0,212.672125,1 72,1 65,1 71,1 49,,,,7.371558532546507,1567.7250176785471,0,,,212.672125,
39.0,158.5465833,1 72,1 65,1 71,1 50,,,,7.352663657337813,1165.7397010249924,0,,,158.5465833,
40.0,89.5070618,1 72,1 65,1 71,1 51,,,,7.330382858376184,656.1210315223377,0,,,89.5070618,
41.0,20.34725657,1 72,1 65,1 71,1 52,,,,7.303851772876419,148.61334597196586,0,,,20.34725657,
42.0,-42.98137541,1 72,1 65,1 71,1 53,,,,7.271909898664698,-312.5566893022024,0,,,-42.98137541,
43.0,-107.3006368,1 72,1 65,1 71,1 54,,,,7.232969132683476,-776.1021938916807,0,,,-107.3006368,
44.0,-163.5159113,1 72,1 65,1 71,1 55,,,,7.184808310900424,-1174.8304784726965,0,,,-163.5159113,
45.0,-203.0953928,1 72,1 65,1 71,1 56,,,,7.1242416081406335,-1446.9006478074257,0,,,-203.0953928,
46.0,382.1793889,1 72,1 65,1 71,1 57,,,,7.0465629613229,2693.0511264037605,0,,,382.1793889,
47.0,285.8265606,1 72,1 65,1 71,1 58,,,,6.944573234251121,1984.943482380816,0,,,285.8265606,
48.0,187.5850115,1 72,1 65,1 71,1 59,,,,6.806784082777885,1276.8506704459066,0,,,187.5850115,
49.0,103.2944704,1 72,1 65,1 71,1 60,,,,6.613879270715354,683.1771565580807,0,,,103.2944704,
50.0,40.55329972,1 72,1 65,1 71,1 61,,,,6.331148553799277,256.74896487406664,0,,,40.55329972,
51.0,-19.29252857,1 72,1 65,1 71,1 62,,,,5.8904862254808625,-113.642373796281,0,,,-19.29252857,
52.0,-66.98407507,1 72,1 65,1 71,1 63,,,,5.140787978601479,-344.35092787759504,0,,,-66.98407507,
53.0,-105.631349,1 72,1 65,1 71,1 64,,,,3.677962131031953,-388.50810147181994,0,,,-105.631349,
54.0,376.6656889,1 72,1 65,1 71,1 66,,,,3.7699111843077517,1419.9961933290942,0,,,376.6656889,
55.0,253.4160268,1 72,1 65,1 71,1 67,,,,5.543987035746694,1404.9351672296368,0,,,253.4160268,
56.0,157.1514138,1 72,1 65,1 71,1 68,,,,6.854383971468639,1077.1761318443555,0,,,157.1514138,
57.0,92.26757881,1 72,1 65,1 71,1 69,,,,8.377580409572781,772.9790606773687,0,,,92.26757881,
58.0,35.16455792,1 72,1 65,1 71,1 70,,,,11.780972450961722,414.2726881057678,0,,,35.16455792,
