index,resist,a,b,m,n,ip,resError,phaseError,K,app,irecip,reciprocalErrRel,recipError,recipMean,reci_IP_err
32.0,-532.0258746,1 72,1 65,1 71,1 32,,,,7.489412858987701,-3984.561426543418,0,,,-532.0258746,
33.0,10.83124715,1 72,1 65,1 71,1 33,,,,7.486438595944928,81.0874667059785,0,,,10.83124715,
34.0,-21.22262258,1 72,1 65,1 71,1 34,,,,7.48319280146925,-158.81297651895477,0,,,-21.22262258,
35.0,-62.49700741,1 72,1 65,1 71,1 35,,,,7.47964134628904,-467.45520064316855,0,,,-62.49700741,
36.0,-113.9683281,1 72,1 65,1 71,1 36,,,,7.475744558117355,-851.9981085913082,0,,,-113.9683281,
37.0,-174.0536109,1 72,1 65,1 71,1 37,,,,7.471456103615104,-1300.4339135150533,0,,,-174.0536109,
38.0,-239.0182922,1 72,1 65,1 71,1 38,,,,7.466721597728649,-1784.6830446219572,0,,,-239.0182922,
39.0,-315.6410577,1 72,1 65,1 71,1 39,,,,7.461476861569028,-2355.1484485897245,0,,,-315.6410577,
40.0,-376.8492744,1 72,1 65,1 71,1 40,,,,7.455645723351854,-2809.654681028609,0,,,-376.8492744,
41.0,56.52317902,1 72,1 65,1 71,1 42,,,,7.449137219852086,421.0489166222446,0,,,56.52317902,
42.0,11.68657327,1 72,1 65,1 71,1 43,,,,7.441842003676811,86.96963183973267,0,,,11.68657327,
43.0,-38.08403273,1 72,1 65,1 71,1 44,,,,7.433627687367397,-283.1025201483341,0,,,-38.08403273,
44.0,-95.38130883,1 72,1 65,1 71,1 45,,,,7.424332748089664,-708.1425747022228,0,,,-95.38130883,
45.0,-152.9897056,1 72,1 65,1 71,1 46,,,,7.413758459586104,-1134.2287241215877,0,,,-152.9897056,
46.0,-205.9034241,1 72,1 65,1 71,1 47,,,,7.4016580843738575,-1524.026743590024,0,,,-205.9034241,
47.0,-251.1173278,1 72,1 65,1 71,1 48,,,,7.387722205559858,-1855.185058788914,0,,,-251.1173278,
48.0,190.3350588,1 72,1 65,1 71,1 49,,,,7.371558532546507,1403.0660267398812,0,,,190.3350588,
49.0,149.0586524,1 72,1 65,1 71,1 50,,,,7.352663657337813,1095.97813631323,0,,,149.0586524,
50.0,94.36016558,1 72,1 65,1 71,1 51,,,,7.330382858376184,691.6961402811704,0,,,94.36016558,
51.0,32.49417071,1 72,1 65,1 71,1 52,,,,7.303851772876419,237.33260634838248,0,,,32.49417071,
52.0,-22.05973112,1 72,1 65,1 71,1 53,,,,7.271909898664698,-160.41637709340966,0,,,-22.05973112,
53.0,-76.42488837,1 72,1 65,1 71,1 54,,,,7.232969132683476,-552.7788585489905,0,,,-76.42488837,
54.0,-123.7351732,1 72,1 65,1 71,1 55,,,,7.184808310900424,-889.0135007580634,0,,,-123.7351732,
55.0,-158.2217677,1 72,1 65,1 71,1 56,,,,7.1242416081406335,-1127.2101007619017,0,,,-158.2217677,
56.0,325.6394827,1 72,1 65,1 71,1 57,,,,7.0465629613229,2294.639117538169,0,,,325.6394827,
57.0,252.6346307,1 72,1 65,1 71,1 58,,,,6.944573234251121,1754.4396944041366,0,,,252.6346307,
58.0,172.990351,1 72,1 65,1 71,1 59,,,,6.806784082777885,1177.5079676609594,0,,,172.990351,
59.0,95.29139915,1 72,1 65,1 71,1 60,,,,6.613879270715354,630.2458095156477,0,,,95.29139915,
60.0,38.838391,1 72,1 65,1 71,1 61,,,,6.331148553799277,245.89162301154087,0,,,38.838391,
61.0,-13.78271437,1 72,1 65,1 71,1 62,,,,5.8904862254808625,-81.18688914622214,0,,,-13.78271437,
62.0,-50.35984565,1 72,1 65,1 71,1 63,,,,5.140787978601479,-258.889289121746,0,,,-50.35984565,
63.0,-81.50125722,1 72,1 65,1 71,1 64,,,,3.677962131031953,-299.7585376866545,0,,,-81.50125722,
64.0,338.3937689,1 72,1 65,1 71,1 66,,,,3.7699111843077517,1275.7144540761626,0,,,338.3937689,
65.0,236.8402175,1 72,1 65,1 71,1 67,,,,5.543987035746694,1313.0390953634274,0,,,236.8402175,
66.0,143.7142957,1 72,1 65,1 71,1 68,,,,6.854383971468639,985.0729649169845,0,,,143.7142957,
67.0,79.40962259,1 72,1 65,1 71,1 69,,,,8.377580409572781,665.2604985415521,0,,,79.40962259,
68.0,29.85884162,1 72,1 65,1 71,1 70,,,,11.780972450961722,351.76619054284924,0,,,29.85884162,
